 400 1.47011612 0.000
 410 1.46906629 0.000
 420 1.46809369 0.000
 430 1.46719048 0.000
 440 1.46634981 0.000
 450 1.46556567 0.000
 460 1.46483272 0.000
 470 1.46414628 0.000
 480 1.46350217 0.000
 490 1.46289668 0.000
 500 1.46232649 0.000
 510 1.46178862 0.000
 520 1.46128041 0.000
 530 1.46079946 0.000
 540 1.46034360 0.000
 550 1.45991089 0.000
 560 1.45949954 0.000
 570 1.45910794 0.000
 580 1.45873464 0.000
 590 1.45837830 0.000
 600 1.45803770 0.000
 610 1.45771173 0.000
 620 1.45739937 0.000
 630 1.45709969 0.000
 640 1.45681182 0.000
 650 1.45653497 0.000
 660 1.45626842 0.000
 670 1.45601150 0.000
 680 1.45576357 0.000
 690 1.45552407 0.000
 700 1.45529247 0.000
 710 1.45506826 0.000
 720 1.45485100 0.000
 730 1.45464025 0.000
 740 1.45443562 0.000
 750 1.45423674 0.000
 760 1.45404326 0.000
 770 1.45385486 0.000
 780 1.45367125 0.000
 790 1.45349213 0.000
 800 1.45331725 0.000
 810 1.45314637 0.000
 820 1.45297924 0.000
 830 1.45281565 0.000
 840 1.45265539 0.000
 850 1.45249829 0.000
 860 1.45234414 0.000
 870 1.45219279 0.000
 880 1.45204408 0.000
 890 1.45189785 0.000
 900 1.45175396 0.000
 910 1.45161227 0.000
 920 1.45147266 0.000
 930 1.45133501 0.000
 940 1.45119920 0.000
 950 1.45106513 0.000
 960 1.45093269 0.000
 970 1.45080179 0.000
 980 1.45067234 0.000
 990 1.45054424 0.000
1000 1.45041741 0.000
1010 1.45029178 0.000
1020 1.45016727 0.000
1030 1.45004381 0.000
1040 1.44992132 0.000
1050 1.44979976 0.000
1060 1.44967905 0.000
1070 1.44955913 0.000
1080 1.44943996 0.000
1090 1.44932147 0.000
1100 1.44920361 0.000
1110 1.44908634 0.000
1120 1.44896961 0.000
1130 1.44885337 0.000
1140 1.44873758 0.000
1150 1.44862221 0.000
1160 1.44850720 0.000
1170 1.44839253 0.000
1180 1.44827816 0.000
1190 1.44816404 0.000
1200 1.44805016 0.000
1210 1.44793648 0.000
1220 1.44782296 0.000
1230 1.44770958 0.000
1240 1.44759631 0.000
1250 1.44748312 0.000
1260 1.44736999 0.000
1270 1.44725689 0.000
1280 1.44714379 0.000
1290 1.44703068 0.000
1300 1.44691753 0.000
1310 1.44680432 0.000
1320 1.44669102 0.000
1330 1.44657763 0.000
1340 1.44646411 0.000
1350 1.44635045 0.000
1360 1.44623664 0.000
1370 1.44612264 0.000
1380 1.44600846 0.000
1390 1.44589406 0.000
1400 1.44577944 0.000
